EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
9401_BefriendHorse_Success,,0,Quest,,,0,0,,MountItem_MountReward_Box_1,1,,Riding,500,,,,,,0,,,,,,,,true
9401_FirstRace_Success,,0,Quest,,,0,0,,,,,Riding,500,,,,,,0,,,,,,,,true
9401_Tutorial_Success,,0,Quest,,,0,0,,MountBuff_StaminaRechargeT1,1,,Riding,500,,,,,,0,,,,,,,,true
9403_FreeWolves_Success,,0,Quest,,,0,0,,MountItem_MountReward_Box_14,1,,Riding,15000,,,,,,0,,,9403_FreeWolves_Complete,,,,,true
9405_RescueLion_Success,,0,Quest,,,0,0,,MountItem_MountReward_Box_22,1,,Riding,38775,,,,,,0,,,9405_RescueLion_Complete,,,,,true
94_BeastMural_Interact,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_BeastMural_Whisper,,0,Quest,,,,,,,,,,,,,,,,0,,94_Shirzad_Whisper,,,,,,true
94_BeastTorch_Interact,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_AzothOats_Interact,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_RaceBoard,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_Cage_Interact1,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_Cage_Interact2,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_Cage_Interact3,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
94_Cage_Interact4,,0,Quest,,,,,,,,,,,,,,,,0,,,,,,,,true
9401_MountVector_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
9401_VectorWF_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
9403_VectorWolves_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
9403_VectorBS_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
9403_VectorLions_Success,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
9405_CrossBridge_Whisper,,0,Quest,,,,,,,,,,,,,,,,0,,9405_CrossBridge_Whisper,,,,,,true
94_Vines_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
94_IslandEnter_Whisper,,0,Quest,,,,,,,,,,,,,,,,0,,94_Zurvan_Whisper,,,,,,true
EF_Tour_0_Success,,25,Quest,,,0,0,,,,,Riding,6000,,,,,,0,,,,,,,,true
EF_Rally_1_Success,,25,Quest,,,0,0,,MountItem_Vitamins_T1,2,,Riding,15300,,,,,,0,,,,,,,,true
EF_Rally_2_Success,,25,Quest,,,0,0,,MountItem_Vitamins_T1,2,,Riding,15300,,,,,,0,,,,,,,,true
EF_Tour_1_Success,,25,Quest,,,0,0,,MountItem_Vitamins_T1,2,,Riding,15300,,,,,,0,,,,,,,,true
EF_Tour_2_Success,,25,Quest,,,0,0,,MountItem_Vitamins_T1,2,,Riding,15300,,,,,,0,,,,,,,,true
EF_Tour_3_Success,,25,Quest,,,0,0,,MountItem_Vitamins_T1,2,,Riding,15300,,,,,,0,,,,,,,,true
WF_Rally_1_Success,,35,Quest,,,0,0,,MountItem_Vitamins_T1,5,,Riding,20400,,,,,,0,,,,,,,,true
WF_Rally_2_Success,,35,Quest,,,0,0,,MountItem_Vitamins_T1,5,,Riding,20400,,,,,,0,,,,,,,,true
WF_Tour_1_Success,,35,Quest,,,0,0,,MountBuff_StaminaOffroadT1,1,,Riding,20400,,,,,,0,,,,,,,,true
WF_Tour_2_Success,,35,Quest,,,0,0,,MountBuff_StaminaCapacityT2,1,,Riding,20400,,,,,,0,,,,,,,,true
WF_Tour_3_Success,,35,Quest,,,0,0,,MountBuff_StaminaOnroadT2,1,,Riding,20400,,,,,,0,,,,,,,,true
GC_Rally_1_Success,,45,Quest,,,0,0,,MountItem_Vitamins_T2,10,,Riding,25500,,,,,,0,,,,,,,,true
GC_Rally_2_Success,,45,Quest,,,0,0,,MountItem_Vitamins_T2,10,,Riding,25500,,,,,,0,,,,,,,,true
GC_Tour_1_Success,,45,Quest,,,0,0,,MountBuff_CleansingT1,1,,Riding,25500,,,,,,0,,,,,,,,true
GC_Tour_2_Success,,45,Quest,,,0,0,,MountBuff_CustomC_T1,1,,Riding,25500,,,,,,0,,,,,,,,true
GC_Tour_3_Success,,45,Quest,,,0,0,,MountBuff_EmpoweredT1,1,,Riding,25500,,,,,,0,,,,,,,,true
BS_Rally_1_Success,,60,Quest,,,0,0,,MountItem_Vitamins_T3,10,,Riding,51000,,,,,,0,,,,,,,,true
BS_Rally_2_Success,,60,Quest,,,0,0,,MountItem_Vitamins_T3,10,,Riding,51000,,,,,,0,,,,,,,,true
BS_Tour_1_Success,,60,Quest,,,0,0,,MountBuff_CustomA_T1,1,,Riding,51000,,,,,,0,,,,,,,,true
BS_Tour_2_Success,,60,Quest,,,0,0,,MountBuff_HasteT2,1,,Riding,51000,,,,,,0,,,,,,,,true
