EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
99A_MSQ_01_LearnSoulwardens_success,,17,MSQ+,Weapons,,3000,7050,,QuestReward_EF_Spear,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_01B_LearnSoulwardens_success,,17,MSQ+,Armor,,3500,7050,,QuestReward_EF_Gloves_Medium,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_02_Rumors_success,,17,MSQ-,Armor,,3500,1175,Flavor?,CRX_QuestReward_EF_Longsword,,,,,,,,,,25,1,,,,,,,true
99A_MSQ_03_ClimbArcturus_success,,19,MSQ+,Weapons,,3500,23400,,CRX_QuestReward_EF_Boots_Medium,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_04_ToAdiana_success,,20,MSQ-,,,3500,1250,Flavor?,CRX_QuestReward_EF_Blunderbuss,,,,,,,,,,25,1,,,,,,,true
99A_MSQ_05_UnblockFountain_success,,20,MSQ,Armor,,3500,5000,,CRX_QuestReward_EF_Legs_Medium,,,,,,,,,,50,1,,,,,,,true
99A_MSQ_06_CorruptionTincture_success,,20,MSQ-,,,3500,1250,Flavor?,CRX_QuestReward_EF_Hatchet,,,,,,,,,,25,1,,,,,,,true
99A_MSQ_07_CorruptedPlans_success,,21,MSQ+,Weapons,,4000,23900,,QuestReward_EF_Bow,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_08_ToYonas_success,,21,MSQ-,,,3500,1275,Flavor?,QuestReward_EF_SoulwardensRing,,,,,,,,,,25,1,,,,,,,true
99A_MSQ_09_GetHaft_success,,21,MSQ,Weapons,,3500,5100,,QuestReward_EF_VoidGauntlet,,,,,,,,,,50,1,,,,,,,true
99A_MSQ_10_GetCrosspiece_success,,23,MSQ+,Weapons,,4000,7950,,CRX_QuestReward_EF_Warhammer,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_11_ForgeStaff_success,,24,MSQ,,,4000,26950,,Darkness_AzothStaff_T1,,,AzothStaff,1,,,,,,50,1,,,,,,,true
99A_MSQ_12_ReturnStaff_success,,24,MSQ-,,,3500,1350,Flavor?,,,,,,,,,,,25,1,,,,,,,true
99A_MSQ_13_UseStaff_success,,25,MSQ+,Armor,,4000,8250,,CRX_QuestReward_EF_Chest_Medium,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_14_HeartgemGroup_success,,25,MSQ+,Armor,,4000,26950,,CRX_QuestReward_EF_Musket,,,,,,,,,,100,1,,,,,,,true
99A_MSQ_14_HeartgemSolo_success,,0,MSQ-,,,0,0,Flavor?,,,,,,,,,,,0,1,,,,,,,true
