EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
06A_MSQ_01_Quartermaster_success,,7,MSQ-,,,1200,925,,,,,,,100,,,,,0,1,,,,,,,true
06A_MSQ_02_VisitInn_success,,7,MSQ-,,,1200,925,,QuestReward_WW_Coin_Purse2,,,,,250,,,,,0,1,,,,,,,true
06A_MSQ_03_VisitMarket_success,,7,MSQ-,,,1200,925,,,,,,,250,,,,,0,1,,,,,,,true
06A_MSQ_04_SeeSpeaker_success,,7,MSQ-,,,1210,925,,QuestReward_WW_Potion_Pouch,,,,,250,,,,,0,1,,,,,,,true
06A_MSQ_05_FixWindmills_success,,8,MSQ,,,1700,3800,,CRX_QuestReward_MB_Boots_Heavy,,,,,250,,,,,0,1,,,,,,,true
06A_MSQ_06_RescueFarmers_success,,8,MSQ,,,1700,3800,,CRX_QuestReward_WW_Sickle,,,,,500,,,,,0,1,,,,,,,true
06A_MSQ_07_MeetIronRose_success,,9,MSQ,,,1900,3900,,CRX_QuestReward_WW_Spear,,,,,500,,,,,0,1,,,,,,,true
06A_MSQ_07_MeetIronRose_success_alt,,9,MSQ,,,1900,3900,,CRX_QuestReward_WW_Spear,,,,,500,,,,,0,1,,,,,,,true
06A_MSQ_08_RescueGideon_success,,10,MSQ,,,2100,4000,,QuestReward_WW_Bag,,,,,500,,,,,200,1,,,,,,,true
06A_MSQ_09_DefeatCommander_success,,12,MSQ,,,2500,4200,,CRX_QuestReward_MB_Gloves_Heavy,,,,,500,,,,,5,1,,,,,,,true
06A_MSQ_10_TalkToSpeaker_success,,14,MSQ-,,,2300,1100,,,,,,,500,,,,,10,1,,,,,,,true
06A_MSQ_11_LootPirateCrates_success,,12,MSQ,,,2500,4200,,CRX_QuestReward_WW_Blunderbuss,,,,,250,,,,,5,1,,,,,,,true
06A_MSQ_12_DefeatPirateCaptain_success,,15,MSQ,,,3300,4500,,CRX_QuestReward_WW_Musket,,,,,500,,,,,50,1,,,,,,,true
06A_MSQ_13_ReturnMiradorJewel_success,,16,MSQ,,,3800,4600,,QuestReward_WW_Pants_Light,,,,,500,,,,,50,1,,,,,,,true
06A_MSQ_14_SolveMapPuzzle_success,,17,MSQ,,,3800,4700,,QuestReward_WW_Life_Staff,,,,,500,,,,,50,1,,,,,,,true
06A_MSQ_15_RecoverSpeakerJewel_success,,17,MSQ,,,3800,4700,,CRX_QuestReward_MB_Helm_Heavy,,,,,500,,,,,50,1,,,,,,,true
06A_MSQ_16_ReturnEldergateJewel_success,,17,MSQ,,,3900,4700,,CRX_QuestReward_WW_Fire_Staff,,,,,500,,,,,5,1,,,,,,,true
06A_MSQ_17_RecoverStolenJewel_success,,17,MSQ,,,3900,4700,,CRX_QuestReward_WW_Chest_Light,,,,,500,,,,,50,1,,,,,,,true
06A_MSQ_18_ReturnSiriusJewel_success,,17,MSQ,,,3900,4700,,CRX_QuestReward_WW_Rapier,,,,,500,,,,,50,1,,,,,,,true
06A_MSQ_19_TalkToNewSpeaker_success,,17,MSQ-,,,3330,1175,,,,,,,500,,,,,25,1,,,,,,,true
06A_MSQ_20_LostTribute_success,,17,MSQ,,,4160,4700,,CRX_QuestReward_WW_Flail,,,,,250,,,,,10,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success,,17,MSQ+,,,4000,7050,,QuestReward_WW_Shield,,,,,500,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_destroyer,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_2hGreataxe,,,,,500,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_musketeer,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_1hRapier,,,,,500,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_mystic,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_1hGauntletVoid,,,,,500,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_occultist,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_2hStaffFire,,,,,500,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_ranger,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_2hBow,,,,,250,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_soldier,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_1hLongsword,,,,,500,,,,,100,1,,,,,,,true
06A_MSQ_21_DefeatBoss_success_swordsman,,17,MSQ+,,,4000,7050,,CRX_QuestReward_ArcTyp_WW_2hGreatsword,,,,,800,,,,,100,1,,,,,,,true
06A_MSQ_22_TalkToSoulwarden_success,,17,MSQ,,,3000,4700,,QuestReward_WW_Amulet,,,,,800,,,,,50,1,,,,,,,true
06A_MSQ_22_TalkToSoulwarden_success_alt,,17,MSQ,,,3000,4700,,QuestReward_WW_Amulet,,,,,500,,,,,50,1,,,,,,,true
06A_B_01_ReturnBrushes_success,,17,Quest,,,1000,5875,,QuestReward_WW_Side_PigmentBox,,,,,500,,,,,0,1,,,,,,,true
06A_IR_01_FindCreed_success,,10,Quest,,,510,5000,,CRX_QuestReward_WW_Side_IceGauntlet,,,,,1000,,,,,0,1,,,,,,,true
06A_IR_02_GetSword_success,,12,Quest,,,610,5250,,QuestReward_WW_Side_GreatAxe,,,,,1000,,,,,0,1,,,,,,,true
06A_IR_03_DeliverLetter_success,,15,Quest,,,800,5625,,CRX_QuestReward_WW_Side_Spear,,,,,1000,,,,,0,1,,,,,,,true
06A_TS_01_GatherAndRefine_success,,7,Quest,,,370,4625,,QuestReward_WW_Side_Musket,,,,,1000,,,,,0,1,,,,,,,true
06A_TS_02_ForgeSword_success,,7,Quest,,,250,4625,,AzureVialT1,,,,,1000,,,,,0,1,,,,,,,true
06A_TS_03_LearnTownBoard_success,,7,Quest-,,,200,1850,,,,,,,1000,,,,,0,1,,,,,,,true
06A_F_01_CollectJam_success,,13,Quest,,,440,5375,,QuestReward_WW_Side_Treatbox,,,,,750,,,,,0,1,,,,,,,true
06A_F_02_RecoverSpices_success,,16,Quest+,,,1080,8050,,QuestReward_WW_Side_Mealbox,,,,,1000,,,,,0,1,,,,,,,true
06A_T_01_DefeatPumas_success,,12,Quest+,,,730,7350,,CRX_QuestReward_WW_Side_Rapier,,,,,1500,,,,,0,1,,,,,,,true
06A_T_02_DefeatBear_success,,17,Quest+,,,1200,8225,,QuestReward_WW_Side_Hatchet_Beast,,,,,1500,,,,,0,1,,,,,,,true
06A_G_01_DefeatPirates_success,,16,Quest+,,,1080,8050,,CRX_QuestReward_WW_Side_VoidGauntlet,,,,,1500,,,,,0,1,,,,,,,true
06A_W_01_GetPatterns_success,,17,Quest,,,1000,5875,,QuestReward_WW_Greatsword,,,,,1500,,,,,0,1,,,,,,,true
06A_Z_01_GetBisonNotes_success,,17,Quest,,,1000,5875,,house_housingitem_windswardqst_wyrdwoodplant01_a,,,,,1000,,,,,0,1,,,,,,,true
06A_Z_02_SpreadJoy_success,,17,Quest,,,1000,5875,,house_housingitem_windswardqst_wyrdwoodplant01_c,,,,,1000,,,,,0,1,,,,,,,true
06A_H_01_VisitTowers_success,,17,Quest,,,1000,5875,,house_housingitem_windswardqst_wyrdwoodplant01_b,,,,,1000,,,,,0,1,,,,,,,true
06A_S_01_FindArcheologists_success,,8,Quest,,,420,4750,,CRX_QuestReward_WW_Side_Longsword,,,,,1000,,,,,0,1,,,,,,,true
06A_S_02_PowerSpheres_success,,1,Quest,,,40,3875,,,,,,,1000,,,,,0,1,,,,,,,true
06A_P_01_RecoverTools_success,,15,Quest,,,530,5625,,QuestReward_WW_Bow,,,,,1000,,,,,0,1,,,,,,,true
06A_P_02_DefeatKisare_success,,16,Quest+,,,1080,8050,,CRX_QuestReward_WW_Side_Boots_Heavy,,,,,1500,,,,,0,1,,,,,,,true
06A_P_03_RecoverEyepiece_success,,25,Quest+,,,2150,9625,,CRX_QuestReward_WW_Side_Warhammer,,,,,1500,,,,,0,1,,,,,,,true
0623_0101_FQ01_success,,5,Quest,,,#REF!,4375,,2hFishingPoleT1,,,Fishing,50,1500,,,,,0,1,,,,,,,true
0623_0102_FQ02_success,,10,Quest,,,340,5000,,LightFeet_FishermanT2,,,Fishing,50,1000,,,,,37.5,1,,,,,,,true
0423_0101_FQ03_success,,15,Quest+,,,950,7875,,LightHands_FishermanT2,,,Fishing,50,1000,,,,,50,1,,,,,,,true
0923_0101_FQ04_success,,20,Quest+,,,1630,8750,,LightLegs_FishermanT2,,,Fishing,100,1500,,,,,50,1,,,,,,,true
1223_0101_FQ05_success,,25,Quest+,,,2150,9625,,LightHead_FishermanT2,,,Fishing,100,1500,,,,,50,1,,,,,,,true
1023_0101_FQ06_success,,30,Quest+,,,2700,10500,,LightChest_FishermanT2,,,Fishing,100,1500,,,,,50,1,,,,,,,true
0223_0101_FQ07_success,,35,Quest+,,,2970,11375,,QuestRewardFishing1,,,Fishing,150,1500,,,,,50,1,,,,,,,true
1323_0101_FQ08_success,,40,Quest+,,,3780,12250,,QuestRewardFishing2,,,Fishing,150,1500,,,,,50,1,,,,,,,true
1523_0101_FQ09_success,,40,Quest+,,,3780,12250,,LightChest_FishermanT3,,,Fishing,150,1500,,,,,50,1,,,,,,,true
1123_0101_FQ10_success,,45,Quest+,,,4180,13125,,QuestRewardFishing3,,,Fishing,150,1500,,,,,50,1,,,,,,,true
1424_0101_FQ11_success,,50,Quest+,,,4570,14000,,LightHead_FishermanVengefulT4,,,Fishing,150,1500,,,,,100,1,,,,,,,true
0324_0101_FQ12_success,,55,Quest+,,,4940,14875,,QuestRewardFishing4,,,Fishing,150,1500,,,,,100,1,,,,,,,true
0724_0101_FQ13_success,,60,Quest+,,,5300,15750,,QuestRewardFishing4,,,Fishing,150,1500,,,,,100,1,,,,,,,true
0823_0101_FQ14_success,,60,Quest,,,4420,11250,,QuestRewardFishing5,,,Fishing,150,1500,,,,,75,1,,,,,,,true
0523_0101_FQ15_success,,60,Quest+,,,5300,15750,,QuestRewardFishing6,,,Fishing,150,1000,,,,,100,1,,,,,,,true
0699_0103_BarkimedesPup_success,,25,Quest+,,,1430,9625,,House_HousingItem_Pet_Mastiff,,,,,1500,,,,,50,1,,,,,,,true
0699_0101_Barkimedes_success,,25,Mission+,,,3570,1100,,CRX_RepeatableReward_Amrine,,,,,250,,,,,20,1,,,,,,,true
0699_0102_Barkimedes2_success,,35,Mission+,,,4940,1300,,CRX_RepeatableReward_Starstone,,,,,375,,,,,30,1,,,,,,,true
IO_06A_MSQ_05_windmillA_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_05_windmillB_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_05_grain_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_05_cart_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_11_pirateCrates_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_12_hat_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_12_pirateChest_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_13_jewel_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_14_map_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_15_chest_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_17_pirateChest_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_18_siriusJewel_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_06A_MSQ_21_thornhallJewel_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0607_ClothTrailA_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0607_ClothTrailB_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0607_ClothTrailC_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0607_ClothTrailD_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0607_ClothTrailE_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0608_SabotagedCannon_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0606_StripedPowderkeg_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_WW_whisper_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_whisper_01,,,,,,true
06A_WW_whisper_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_whisper_02,,,,,,true
06A_WW_whisper_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_whisper_03,,,,,,true
06A_WW_whisper_04_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_whisper_04,,,,,,true
06A_WW_VoicedLoreNote_01A_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_VoicedLoreNote_01A,,,,,,true
06A_WW_VoicedLoreNote_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_VoicedLoreNote_01,,,,,,true
06A_WW_VoicedLoreNote_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_VoicedLoreNote_02,,,,,,true
06A_WW_VoicedLoreNote_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,06A_WW_VoicedLoreNote_03,,,,,,true
06A_MSQ_puzzle1_stone1_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_puzzle1_stone2_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_puzzle1_stone3_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_puzzle2_stone1_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_puzzle2_stone2_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_IR_02_WeaponsRack_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_Z_02_Wyrdwood_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_09_ClueA_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_09_ClueB_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_09_ClueC_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_05_FoodCrate_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
06A_MSQ_CartTracks_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
