VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,ShouldTriggerPassivesOnDeath
CK_Alligator_Black,@CK_Alligator_Black_VitalsName,"CK_Alligator_Black,Hostile,Beast,Predator,Alligator",Wildlife,Solo+,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_10WS04,@CK_Alligator_Black_10WS04_VitalsName,"CK_Alligator_Black_10WS04,Hostile,Beast,Predator,Alligator",Wildlife,Solo+,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_10WS06,@CK_Alligator_Black_10WS06_VitalsName,"CK_Alligator_Black_10WS06,Hostile,Beast,Predator,Alligator",Wildlife,Solo,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_10WS07,@CK_Alligator_Black_10WS07_VitalsName,"CK_Alligator_Black_10WS07,Hostile,Beast,Predator,Alligator",Wildlife,Solo,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,DoubloonCreatureMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_10WS08,@CK_Alligator_Black_10WS08_VitalsName,"CK_Alligator_Black_10WS08,Hostile,Beast,Predator,Alligator",Wildlife,,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.05,FALSE,DoubloonCreatureMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_10WS09_ELITE,@CK_Alligator_Black_10WS09_ELITE_VitalsName,"CK_Alligator_Black_10WS09_ELITE,Hostile,Beast,Predator,Alligator",Wildlife,Elite,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.2,FALSE,CreatureLootMaster,"Beast,Elite",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_10WS10,@CK_Alligator_Black_VitalsName,"CK_Alligator_Black,Hostile,Beast,Predator,Alligator",Wildlife,Solo,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,DoubloonCreatureMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Black_Named_10WS08_Fort,@CK_Alligator_Black_Named_10WS08_Fort_VitalsName,"CK_Alligator_Black_Named_10WS08_Fort,Hostile,Beast,Predator,Alligator",Wildlife,Named_Solo,,,true,0.8,0,1,1.2,,0.35,0.35,,"RandomOffensiveBuff,RandomDamageTypeElemental,RandomUtilityBuff",,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,DoubloonCreatureMaster,"Beast,Common,Named",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.25,,,,,,
CK_Alligator_Black_Named_10WS10,@CK_Alligator_Black_Named_10WS10_VitalsName,"CK_Alligator_Black,Hostile,Beast,Predator,Alligator",Wildlife,Named_Solo,,,true,0.8,0,1,1.2,,0.35,0.35,,RandomOffensiveBuff,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,DoubloonCreatureMaster,"Beast,Common,Named",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CK_Alligator_Strange,@CK_Alligator_Strange_VitalsName,"CK_Alligator_Strange,Hostile,Beast,Predator,Alligator",Wildlife,Solo+,,,true,0.8,0,1,1.2,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,100,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
