PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,ItemPerkConflictsLocText,DeprecatedPerkId,ScalingPerPlayerLevel,ScalingPerGearScore,ScalingPerGearScoreAttributes,ItemClassGSBonus,DisplayName,SecondaryEffectDisplayName,Description,StatDisplayText,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,WeaponTag,Category,WorldTags,OnlyInOpenWorld,OpenWorldOnlyOverrideGameModes,ScheduleID,Sorting,Includes
PerkID_Artifact_Set1_HeavyHead,Inherent,OnEquip,EquippableHead,,1,,,,,,,,,@PerkID_Artifact_Set1_HeavyHead_Name,@PerkID_Artifact_Set1_HeavyHead_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,Affix_Artifact_Set1_HeavyHead,GlobalPerk_Artifact_Set1_HeavyHead,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_HeavyChest,Inherent,OnEquip,EquippableChest,,1,,,,,,,,,@PerkID_Artifact_Set1_HeavyChest_Name,@PerkID_Artifact_Set1_HeavyChest_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,Affix_Artifact_Set1_HeavyChest,"GlobalPerk_Artifact_Set1_HeavyChest,GlobalPerk_Artifact_Set1_HeavyChest2",,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_HeavyHands,Inherent,OnEquip,EquippableHands,,1,,,,,,,,,@PerkID_Artifact_Set1_HeavyHands_Name,@PerkID_Artifact_Set1_HeavyHands_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,GlobalPerk_Artifact_Set1_HeavyHands,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_HeavyLegs,Inherent,OnEquip,EquippableLegs,,1,,,,,,,,,@PerkID_Artifact_Set1_HeavyLegs_Name,@PerkID_Artifact_Set1_HeavyLegs_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,GlobalPerk_Artifact_Set1_HeavyLegs,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_HeavyFeet,Inherent,OnEquip,EquippableFeet,,1,,,,,,,,,@PerkID_Artifact_Set1_HeavyFeet_Name,@PerkID_Artifact_Set1_HeavyFeet_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,"GlobalPerk_Artifact_Set1_HeavyFeet,GlobalPerk_Artifact_Set1_HeavyFeet_ReflectDmg",,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_MediumHead,Inherent,OnEquip,EquippableHead,,1,,,,,,,,,@PerkID_Artifact_Set1_MediumHead_Name,@PerkID_Artifact_Set1_MediumHead_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,GlobalPerk_Artifact_Set1_MediumHead,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_MediumChest,Inherent,OnEquip,EquippableChest,,1,,,,,,,,,@PerkID_Artifact_Set1_MediumChest_Name,@PerkID_Artifact_Set1_MediumChest_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,GlobalPerk_Artifact_Set1_MediumChest,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_MediumHands,Inherent,OnEquip,EquippableHands,,1,,,,,,,,,@PerkID_Artifact_Set1_MediumHands_Name,@PerkID_Artifact_Set1_MediumHands_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,GlobalPerk_Artifact_Set1_MediumHands,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_MediumLegs,Inherent,OnEquip,EquippableLegs,,1,,,,,,,,,@PerkID_Artifact_Set1_MediumLegs_SecondaryName,@PerkID_Artifact_Set1_MediumLegs_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,GlobalPerk_Artifact_Set1_MediumLegs,,,,,,,,,,,Artifact,
PerkID_Artifact_Set1_MediumFeet,Inherent,OnEquip,EquippableFeet,,1,,,,,,,,,@PerkID_Artifact_Set1_MediumFeet_Name,@PerkID_Artifact_Set1_MediumFeet_Desc,,,,TRUE,,,,LyShineUI/Images/Icons/Perks/ArtifactPerk.png,,"GlobalPerk_Artifact_Set1_MediumFeet,GlobalPerk_Artifact_Set1_MediumFeet_2",,,,,,,,,,,Artifact,
