RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Procedural_LightHead_WeddingT5,FC_Procedural_LightHead_WeddingT5,@Procedural_LightHead_WeddingT5,WinterConvergence,ArmorCloth,@CategoryData_SlotHead,ClothHead,Artifact_WCArmorLightHeadT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightHead_WeddingT5,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightHeadT5,Item,,,,,,,11,6,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LightChest_WeddingT5,FC_Procedural_LightChest_WeddingT5,@Procedural_LightChest_WeddingT5,WinterConvergence,ArmorCloth,@CategoryData_SlotChest,ClothChest,Artifact_WCArmorLightChestT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightChest_WeddingT5,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightChestT5,Item,,,,,,,22,12,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LightHands_WeddingT5,FC_Procedural_LightHands_WeddingT5,@Procedural_LightHands_WeddingT5,WinterConvergence,ArmorCloth,@CategoryData_SlotHands,ClothHands,Artifact_WCArmorLightHandsT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightHands_WeddingT5,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightHandsT5,Item,,,,,,,4,4,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LightLegs_WeddingT5,FC_Procedural_LightLegs_WeddingT5,@Procedural_LightLegs_WeddingT5,WinterConvergence,ArmorCloth,@CategoryData_SlotLegs,ClothLegs,Artifact_WCArmorLightLegsT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightLegs_WeddingT5,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightLegsT5,Item,,,,,,,10,6,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LightFeet_WeddingT5,FC_Procedural_LightFeet_WeddingT5,@Procedural_LightFeet_WeddingT5,WinterConvergence,ArmorCloth,@CategoryData_SlotFeet,ClothFeet,Artifact_WCArmorLightFeetT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightFeet_WeddingT5,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightFeetT5,Item,,,,,,,5,3,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MediumHead_HollykingT5,FC_Procedural_MediumHead_HollykingT5,@Procedural_MediumHead_HollykingT5,WinterConvergence,ArmorLeather,@CategoryData_SlotHead,LeatherHead,Artifact_WCArmorMediumHeadT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumHead_HollyKingT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumHeadT5,Item,,,,,,,11,6,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MediumChest_HollykingT5,FC_Procedural_MediumChest_HollykingT5,@Procedural_MediumChest_HollykingT5,WinterConvergence,ArmorLeather,@CategoryData_SlotChest,LeatherChest,Artifact_WCArmorMediumChestT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumChest_HollyKingT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumChestT5,Item,,,,,,,22,12,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MediumHands_HollykingT5,FC_Procedural_MediumHands_HollykingT5,@Procedural_MediumHands_HollykingT5,WinterConvergence,ArmorLeather,@CategoryData_SlotHands,LeatherHands,Artifact_WCArmorMediumHandsT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumHands_HollyKingT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumHandsT5,Item,,,,,,,4,4,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MediumLegs_HollykingT5,FC_Procedural_MediumLegs_HollykingT5,@Procedural_MediumLegs_HollykingT5,WinterConvergence,ArmorLeather,@CategoryData_SlotLegs,LeatherLegs,Artifact_WCArmorMediumLegsT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumLegs_HollyKingT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumLegsT5,Item,,,,,,,10,6,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MediumFeet_HollykingT5,FC_Procedural_MediumFeet_HollykingT5,@Procedural_MediumFeet_HollykingT5,WinterConvergence,ArmorLeather,@CategoryData_SlotFeet,LeatherFeet,Artifact_WCArmorMediumFeetT5,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumFeet_HollyKingT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumFeetT5,Item,,,,,,,5,3,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
