RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
DoubloonWeeklyKey,,,DoubloonApexCrafting,DoubloonCraftingKey,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonWeeklyKey,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,,,,,,,,,,,,,5,,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
DoubloonApexArtifact,,,DoubloonApexCrafting,DoubloonPriority,,,,true,true,false,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,Artifact_Set2_HeavyChest,,,,,700,5,,,,FC_DoubloonApexArtifact,1,CK_PVEResource_DoubloonToken,Item,,,,,,,,,,,,,6000,,,,,,,Craft_DoubloonExchange,false,,,,,,,,,Expansion2023
DoubloonAntiqueArtifact,,,DoubloonApexCrafting,DoubloonPriority,,,,true,true,false,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,Artifact_Set2_MediumHands,,,,,700,5,,,,FC_DoubloonAntiqueArtifact,1,CK_PVEResource_DoubloonToken,Item,,,,,,,,,,,,,6000,,,,,,,Craft_DoubloonExchange,false,,,,,,,,,Expansion2023
DoubloonCrateHelm_700,,,DoubloonApexCrafting,DoubloonCraftingArmor,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrateHelm_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1500,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
DoubloonCrateChest_700,,,DoubloonApexCrafting,DoubloonCraftingArmor,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrateChest_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1500,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
DoubloonCrateGloves_700,,,DoubloonApexCrafting,DoubloonCraftingArmor,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrateGloves_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1500,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
DoubloonCrateLegs_700,,,DoubloonApexCrafting,DoubloonCraftingArmor,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrateLegs_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1500,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
DoubloonCrateFeet_700,,,DoubloonApexCrafting,DoubloonCraftingArmor,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrateFeet_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1500,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
DoubloonRangedWeapon_700,,,DoubloonApexCrafting,DoubloonCraftingWeapons,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrateRanged_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1800,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
Doubloon1hMelee_700,,,DoubloonApexCrafting,DoubloonCraftingWeapons,,,,true,true,true,false,false,,,,false,0,0,,0,Specialty_DoubloonShop1,,,,1,DoubloonCrate1hMelee_700,,,,,,,,,,,,CK_PVEResource_DoubloonToken,Item,GoldenCoconut,Category_Only,,,,,,,,,,,1800,1,,,,,,Craft_DoubloonExchange,false,604800,1,,,-0.2,"0,0,0,0,0","0,0,0,0,0",,Expansion2023
