RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
SchematicHercyne_Amulet,FC_SchematicHercyne_Amulet,@SchematicHercyne_Amulet_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotChest,,,false,true,false,false,true,,,,false,15000,1,Jewelcrafting,250,outfitting2,,,,1,AmuletT5_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_Amulet,,,,TrinketChainT52,Category_Only,TrinketSettingT52,Category_Only,MetalT52,Category_Only,HercyneRaidMaterial,Item,,,,,,,1,1,6,1,,,,Craft_JewelcraftingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_Earring,FC_SchematicHercyne_Earring,@SchematicHercyne_Earring_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotHead,,,false,true,false,false,true,,,,false,15000,1,Jewelcrafting,250,outfitting2,,,,1,EarringT5_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_Earring,,,,TrinketHookT52,Category_Only,TrinketSettingT52,Category_Only,MetalT52,Category_Only,HercyneRaidMaterial,Item,,,,,,,1,1,6,1,,,,Craft_JewelcraftingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_Ring,FC_SchematicHercyne_Ring,@SchematicHercyne_Ring_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotLegs,,,false,true,false,false,true,,,,false,15000,1,Jewelcrafting,250,outfitting2,,,,1,RingT5_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_Ring,,,,TrinketBandT52,Category_Only,TrinketSettingT52,Category_Only,MetalT52,Category_Only,HercyneRaidMaterial,Item,,,,,,,1,1,6,1,,,,Craft_JewelcraftingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_Longsword,FC_SchematicHercyne_Longsword,@SchematicHercyne_Longsword_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotFeet,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,1hLongsword_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_Longsword,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,15,4,2,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_Rapier,FC_SchematicHercyne_Rapier,@SchematicHercyne_Rapier_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotHands,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,1hRapier_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_Rapier,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,15,4,2,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_WarHammer,FC_SchematicHercyne_WarHammer,@SchematicHercyne_WarHammer_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotChest,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,2hWarhammer_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_WarHammer,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,21,6,4,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_2hGreatAxe,FC_SchematicHercyne_2hGreatAxe,@SchematicHercyne_2hGreatAxe_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotHead,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,2hGreataxe_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_2hGreatAxe,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,21,6,4,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_2hGreatSword,FC_SchematicHercyne_2hGreatSword,@SchematicHercyne_2hGreatSword_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotLegs,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,2hGreatSword_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_2hGreatsword,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,20,5,3,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_ShieldRound,FC_SchematicHercyne_ShieldRound,@SchematicHercyne_ShieldRound_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotFeet,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,1hRshield_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_ShieldRound,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,15,3,1,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
SchematicHercyne_ShieldKite,FC_SchematicHercyne_ShieldKite,@SchematicHercyne_ShieldKite_MasterName,RaidEquipment,HercyneRaid,@CategoryData_SlotHands,,,false,true,false,false,true,,,,false,15000,1,Weaponsmithing,250,blacksmith2,,,,1,1hKshield_HercyneRaid_CraftedSchematic,,,,,590,5,,Learn_SchematicHercyne_ShieldKite,,,,MetalT52,Category_Only,Timber,Category_Only,Leather,Category_Only,HercyneRaidMaterial,Item,,,,,,,16,4,1,1,,,,Craft_WeaponsmithingT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,75,Expansion2023
