RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Weaponsmithing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
Artisan_LongswordT5,FC_Artisan_LongswordT5,@Artisan_LongswordT5_MasterName,ArtisanCrafting,Longswords,,Longsword,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_LongswordT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,10,2,1,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_GreatAxeT5,FC_Artisan_GreatAxeT5,@Artisan_GreatAxeT5_MasterName,ArtisanCrafting,Greataxes,,Greataxe,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_GreatAxeT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,15,3,2,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_GreatSwordT5,FC_Artisan_GreatSwordT5,@Artisan_GreatSwordT5_MasterName,ArtisanCrafting,Greatswords,,Greatsword,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_GreatSwordT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,14,7,2,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_WarhammerT5,FC_Artisan_WarhammerT5,@Artisan_WarhammerT5_MasterName,ArtisanCrafting,WarHammers,,Warhammer,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_WarhammerT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,15,3,2,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_RapierT5,FC_Artisan_RapierT5,@Artisan_RapierT5_MasterName,ArtisanCrafting,Rapiers,,Rapier,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_RapierT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,10,2,1,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_RoundShieldT5,FC_Artisan_RoundShieldT5,@Artisan_RoundShieldT5_MasterName,ArtisanCrafting,Shields,,Rshield,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_RoundShieldT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,10,2,4,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_KiteShieldT5,FC_Artisan_KiteShieldT5,@Artisan_KiteShieldT5_MasterName,ArtisanCrafting,Shields,,Kshirld,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_KiteShieldT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,11,2,1,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Artisan_TowerShieldT5,FC_Artisan_TowerShieldT5,@Artisan_TowerShieldT5_MasterName,ArtisanCrafting,Shields,,,,true,true,false,false,false,,,,false,449,1,Weaponsmithing,250,blacksmith2,,,,1,Artisan_TowerShieldT52,,,,,700,5,,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,13,2,1,,,,,Craft_WeaponsmithingT52,true,,,,,,,,,
Procedural Weaponsmithing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
Procedural_LongswordT2,FC_Procedural_LongswordT2,@Procedural_LongswordT2,Weapons,Longswords,@ui_sword,Longsword,,true,true,false,false,true,,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,1hSwordT2,,,,,200,2,,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,7,2,1,,,,,Craft_WeaponsmithingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LongswordT3,FC_Procedural_LongswordT3,@Procedural_LongswordT3,Weapons,Longswords,@ui_sword,Longsword,,true,true,false,false,true,,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,1hSwordT3,,,,,300,3,,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,2,1,,,,,Craft_WeaponsmithingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LongswordT4,FC_Procedural_LongswordT4,@Procedural_LongswordT4,Weapons,Longswords,@ui_sword,Longsword,,true,true,false,false,true,,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,1hSwordT4,,,,,400,4,,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,9,2,1,,,,,Craft_WeaponsmithingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LongswordT5,FC_Procedural_LongswordT5,@Procedural_LongswordT5,Weapons,Longswords,@ui_sword,Longsword,,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1hSwordT5,,,,,500,5,,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,10,2,1,,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RapierT2,FC_Procedural_RapierT2,@Procedural_RapierT2,Weapons,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,1hSwordBT2,,,,,200,2,,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,7,2,1,,,,,Craft_WeaponsmithingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RapierT3,FC_Procedural_RapierT3,@Procedural_RapierT3,Weapons,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,1hSwordBT3,,,,,300,3,,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,2,1,,,,,Craft_WeaponsmithingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RapierT4,FC_Procedural_RapierT4,@Procedural_RapierT4,Weapons,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,1hSwordBT4,,,,,400,4,,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,9,2,1,,,,,Craft_WeaponsmithingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RapierT5,FC_Procedural_RapierT5,@Procedural_RapierT5,Weapons,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1hSwordBT5,,,,,500,5,,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,10,2,1,,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_WarHammerT2,FC_Procedural_WarHammerT2,@Procedural_WarHammerT2,Weapons,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,2hWarhammerT2,,,,,200,2,,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,12,3,2,,,,,Craft_WeaponsmithingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_WarHammerT3,FC_Procedural_WarHammerT3,@Procedural_WarHammerT3,Weapons,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,2hWarhammerT3,,,,,300,3,,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,13,3,2,,,,,Craft_WeaponsmithingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_WarHammerT4,FC_Procedural_WarHammerT4,@Procedural_WarHammerT4,Weapons,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,2hWarhammerT4,,,,,400,4,,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,14,3,2,,,,,Craft_WeaponsmithingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_WarHammerT5,FC_Procedural_WarHammerT5,@Procedural_WarHammerT5,Weapons,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,2hWarhammerT5,,,,,500,5,,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,15,3,2,,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_2hGreatAxeT2,FC_Procedural_2hGreatAxeT2,@Procedural_2hGreatAxeT2,Weapons,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,2hGreatAxeT2,,,,,200,2,,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,12,3,2,,,,,Craft_WeaponsmithingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_2hGreatAxeT3,FC_Procedural_2hGreatAxeT3,@Procedural_2hGreatAxeT3,Weapons,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,2hGreatAxeT3,,,,,300,3,,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,13,3,2,,,,,Craft_WeaponsmithingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_2hGreatAxeT4,FC_Procedural_2hGreatAxeT4,@Procedural_2hGreatAxeT4,Weapons,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,2hGreatAxeT4,,,,,400,4,,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,14,3,2,,,,,Craft_WeaponsmithingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_2hGreatAxeT5,FC_Procedural_2hGreatAxeT5,@Procedural_2hGreatAxeT5,Weapons,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,2hGreatAxeT5,,,,,500,5,,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,15,3,2,,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
