AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,DamageIsRanged,DamageIsMelee,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,StatusEffect,StatusEffectCategories,DontHaveStatusEffect,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,LinearlyScaleToDistance,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,ModifySelfApplyStatusEffectDuration,SetPotencyAsCount,MultiplyRemovedByPotency,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Ability_Musket_PowerShot,@PowerShot,@PowerShot_description,Buff,lyshineui/images/icons/abilities/musket_Ability01.png,,Play_UI_WeaponSkills_Musket_Ability_1,,,,Rifle,,0,0,2,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_PowerShot,,,,,,,
Upgrade_Musket_Power_Empower,@PowerShot_Mod1,@PowerShot_Mod1_description,Buff,lyshineui/images/icons/abilities/musket_Ability01_Mod01.png,,,,,,Rifle,Ability_Musket_PowerShot,0,1,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,MusketAttack_ChargedShot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_PowerShot_Empower,,,,,,,,,,,,,,Ability_Musket_PowerShot,,,,,,,
Upgrade_Musket_Power_DmgAtFullHealth,@PowerShot_Mod2,@PowerShot_Mod2_description,Buff,lyshineui/images/icons/abilities/musket_Ability01_Mod02.png,,,,,,Rifle,Upgrade_Musket_Power_Empower,0,2,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,MusketAttack_ChargedShot,,,,,,,,,,,,,,,,,,,99,GreaterThan,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_PowerShot,,,,,,,
Upgrade_Musket_Power_CDRonHeadshot,@PowerShot_Mod3,@PowerShot_Mod3_description,Buff,lyshineui/images/icons/abilities/musket_Ability01_Mod03.png,,,,,,Rifle,Upgrade_Musket_Power_DmgAtFullHealth,0,3,2,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,MusketAttack_ChargedShot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_PowerShot,AbilitySpecific,,-0.15,,,,
Ability_Musket_PowderBurn,@PowderBurn,@PowderBurn_description,Ranged Damage,lyshineui/images/icons/abilities/musket_Ability02.png,,Play_UI_WeaponSkills_Musket_Ability_2,,,,Rifle,,0,1,0,true,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Musket_Burn_DmgWhileOnFire,@PowderBurn_Mod1,@PowderBurn_Mod1_description,Ranged Damage,lyshineui/images/icons/abilities/musket_Ability02_Mod01.png,,,,,,Rifle,Ability_Musket_PowderBurn,0,2,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,Light,,,,,,,PowderBurn,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Musket_Burn_ExtendBurnOnHeadshot,@PowderBurn_Mod2,@PowderBurn_Mod2_description,Ranged Damage,lyshineui/images/icons/abilities/musket_Ability02_Mod02.png,,,,,,Rifle,Upgrade_Musket_Burn_DmgWhileOnFire,0,3,0,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,true,0,0,0,false,0,,true,,,,Musket_Damage_PowderBurn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_PowderBurn_Burn,4,,,,,,,,,
Ability_Musket_ShootersStance,@ShootersStance,@ShootersStance_description,Buff,lyshineui/images/icons/abilities/musket_Ability03.png,,Play_UI_WeaponSkills_Musket_Ability_3,,,,Rifle,,0,2,4,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_ShootersStance,,,,2,,,
Upgrade_Musket_Shooters_ShootMore,@ShootersStance_Mod1,@ShootersStance_Mod1_description,Buff,lyshineui/images/icons/abilities/musket_Ability03_Mod01.png,,,,,,Rifle,Ability_Musket_ShootersStance,0,3,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_ShootersStance,,,,2,,,
Upgrade_Musket_Shooters_CDROnSameTarget,@ShootersStance_Mod2,@ShootersStance_Mod2_description,Buff,lyshineui/images/icons/abilities/musket_Ability03_Mod02.png,,,,,,Rifle,Upgrade_Musket_Shooters_ShootMore,0,4,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,3,3,false,0,true,,,,,"MusketAttack_ShootersStance,Musket_Damage_PowderBurn,Musket_Damage_PowderBurn_Upg,MusketAttack_ChargedShot",,,,,Musket_ShootersStance_IsActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActiveWeapon,,-0.25,,,,
