ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
GuardCaptain_TaskTopic_DeliverPotions,@04A_Side08_03_DeliverPotions_TalkTo_Franc_prompt,@04A_Side08_03_DeliverPotions_TalkTo_Franc_next_a,,,,
GuardCaptain_TaskTopic_PlayForTown,@GuardCaptain_TaskTopic_PlayForTown_Prompt,@GuardCaptain_TaskTopic_PlayForTown_Response_a,,,,
99a_Captain_TaskTopic_AskAboutAdiana,@99A_MSQ_04_02d_Captain_Prompt,@99A_MSQ_04_02d_Captain_Response_a,,,,
99a_Grace_TaskTopic_AskAboutAdiana,@99A_MSQ_04_02c_Grace_Prompt,@99A_MSQ_04_02c_Grace_Response_a,,,,
99a_Grace_TaskTopic_ReturnStaff,@99A_MSQ_12_02b_Grace_ReturnStaff_Prompt_new,@99A_MSQ_12_02b_Grace_ReturnStaff_Response_new,,,,
99a_Grace_TaskTopic_UseStaff,@Grace_01_04_Comment_UseStaff_Prompt,@Grace_01_04_Comment_UseStaff_Talkto,,,,
99a_Yonas_TaskTopic_BearCave,@99A_MSQ_01_01E_Yonas_Prompt,@99A_MSQ_01_01E_Yonas_Response_a,,,,
99a_Yonas_TaskTopic_ToAlioth,@99A_MSQ_01_04_Yonas_Prompt,@99A_MSQ_01_04_Yonas_Response_a,,,,
99a_Yonas_TaskTopic_AmrineSkip,@9901_0021_AmrineSkip_Prompt,@9901_0021_AmrineSkip_Response,,,,
99A_MSQ_13_HaplessHowe_Talks,@99A_MSQ_13_HaplessHowe_Talkto_prompt,@99A_MSQ_13_HaplessHowe_Talkto,,,,
