ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
99F_GatherAllies_Sun_TalkTo_01,@99F_MSQ01_GatherAllies_Sun_TalkToA_Start_prompt,@99F_MSQ01_GatherAllies_Sun_TalkToA_01,,,,
99F_GatherAllies_Sun_TalkTo_02,@99F_MSQ01_GatherAllies_Sun_TalkToB_Start_prompt,@99F_MSQ01_GatherAllies_Sun_TalkToB_01,,,,
99F_GatherAllies_Samir_TalkTo_00,@99F_MSQ01_GatherAllies_Samir_TalkTo_Start_prompt,@99F_MSQ01_GatherAllies_Samir_TalkTo01,,,,
99F_GatherAllies_Wayne_TalkTo_00,@99F_MSQ01_GatherAllies_Wayne_TalkTo_Start_prompt,@99F_MSQ01_GatherAllies_Wayne_TalkTo01,,,,
99F_GatherAllies_Grace_TalkTo_00,@99F_MSQ01_GatherAllies_Grace_TalkToA_Start_prompt,@99F_MSQ01_GatherAllies_Grace_TalkToA_01,,,,
99F_GatherAllies_Grace_TalkTo_01,@99F_MSQ01_GatherAllies_Grace_TalkToB_Start_prompt,@99F_MSQ01_GatherAllies_Grace_TalkToB_01,,,,
99F_GatherAllies_Grace_TalkTo_02,@99F_MSQ01_GatherAllies_Grace_TalkToC_Start_prompt,@99F_MSQ01_GatherAllies_Grace_TalkToC_01,,,,
99F_MeetWiseman_Qi_TalkTo_01,@99F_MSQ02_MeetWiseman_Qi_TalkToA_Start_prompt,@99F_MSQ02_MeetWiseman_Qi_TalkToA_01,,,,
99F_MeetWiseman_Qi_TalkTo_02,@99F_MSQ02_MeetWiseman_Qi_TalkToB_Start_prompt,@99F_MSQ02_MeetWiseman_Qi_TalkToB_01,,,,
99F_MeetWiseman_Qi_TalkTo_03,@99F_MSQ02_MeetWiseman_Qi_TalkToC_Start_prompt,@99F_MSQ02_MeetWiseman_Qi_TalkToC_01,,,,
99F_CreateRefuge_Yash_TalkTo_01,@99F_MSQ03_CreateRefuge_Yash_TalkToA_Start_prompt,@99F_MSQ03_CreateRefuge_Yash_TalkToA_01,,,,
99F_CreateRefuge_Yash_TalkTo_02,@99F_MSQ03_CreateRefuge_Yash_TalkToB_Start_prompt,@99F_MSQ03_CreateRefuge_Yash_TalkToB_01,,,,
99F_InspireAllies_Grace_TalkTo_01,@99F_MSQ04_InspireAllies_Grace_TalkTo_Start_prompt,@99F_MSQ04_InspireAllies_Grace_TalkTo_Start01,,,,
99F_InspireAllies_Yash_TalkTo_01,@99F_MSQ04_InspireAllies_Yash_TalkTo_Start_Prompt,@99F_MSQ04_InspireAllies_Yash_TalkTo01,,,,
99F_CreateIncense_Zhou_TalkTo_01,@99F_MSQ07_CreateIncense_Zhou_TalkTo_Start_prompt,@99F_MSQ07_CreateIncense_Zhou_TalkTo_Start01,,,,
99F_CreateIncense_Sun_TalkTo_01,@99F_MSQ07_CreateIncense_Sun_TalkTo_Prompt,@99F_MSQ07_CreateIncense_Sun_TalkTo01,,,,
99F_FightLiang_Sun_TalkTo_00,@99F_MSQ08_FightLiang_Sun_TalkToA_Start_prompt,@99F_MSQ08_FightLiang_Sun_TalkToA01,,,,
99F_FightLiang_Sun_TalkTo_01,@99F_MSQ08_FightLiang_Sun_TalkTo_Start_prompt,@99F_MSQ08_FightLiang_Sun_TalkTo01,,,,
99F_ReuniteFamily_Liang_TalkTo_01,@99F_MSQ09_ReuniteFamily_Liang_TalkTo_Start_prompt,@99F_MSQ09_ReuniteFamily_Liang_TalkTo_01,,,,
99F_ReuniteFamily_Sun_TalkTo_01,@99F_MSQ09_ReuniteFamily_Sun_TalkToA_Start_prompt,@99F_MSQ09_ReuniteFamily_Sun_TalkToA_01,,,,
99F_ReuniteFamily_Grace_TalkTo_01,@99F_MSQ09_ReuniteFamily_Grace_TalkToA_Start_prompt,@99F_MSQ09_ReuniteFamily_Grace_TalkToA_01,,,,
99F_ReuniteFamily_Sun_TalkTo_02,@99F_MSQ09_ReuniteFamily_Sun_TalkToB_Start_prompt,@99F_MSQ09_ReuniteFamily_Sun_TalkToB_01,,,,
99F_ReuniteFamily_Grace_TalkTo_02,@99F_MSQ09_ReuniteFamily_Grace_TalkToB_Start_prompt,@99F_MSQ09_ReuniteFamily_Grace_TalkToB_01,,,,
99F_ReuniteFamily_Zhou_TalkTo_01,@99F_MSQ09_ReuniteFamily_Zhou_TalkTo_Start_Prompt,@99F_MSQ09_ReuniteFamily_Zhou_TalkTo01,,,,
99F_DeliverPoem_Liang_TalkTo_01,@99F_MSQ12_DeliverPoem_Liang_TalkTo_Start_Prompt,@99F_MSQ12_DeliverPoem_Liang_TalkTo01,,,,
99F_DeliverPoem_Sun_TalkTo_01,@99F_MSQ12_DeliverPoem_Sun_TalkTo_Start_Prompt,@99F_MSQ12_DeliverPoem_Sun_TalkTo01,,,,
