ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
Barnabas_Brimstone_Background,@Topic_BarnabasBackground_Prompt,@Topic_BarnabasBackground_Response,,,,
Topic_1625_0201_ImhotepTalkTo_A,@1625_0201_ablossomingthreat_TalkTo_Imhotep_prompt,@1625_0201_ablossomingthreat_TalkTo_Imhotep_next,,,,
Topic_1625_0201_ImhotepTalkTo_B,@1625_0201_ablossomingthreat_TalkTo_Imhotep2_prompt,@1625_0201_ablossomingthreat_TalkTo_Imhotep2_next,,,,
Topic_1625_0103_AbanTalkTo,@1625_0103_stirringinthesands_TalkTo_Aban_prompt,@1625_0103_stirringinthesands_TalkTo_Aban_next,,,,
Topic_1624_0301_GhaziTalkTo,@1624_0301_wateringtheseed_TalkTo_Ghazi_prompt,@1624_0301_wateringtheseed_TalkTo_Ghazi_next,,,,
Topic_1624_0302_ImhotepTalkTo_A,@1624_0302_unravelingthemystery_TalkTo_Imhotep_prompt,@1624_0302_unravelingthemystery_TalkTo_Imhotep_next,,,,
Topic_1624_0302_GhaziPreRitual,@1624_0302_unravelingthemystery_Topic_preRitualGhazi_prompt,@1624_0302_unravelingthemystery_Topic_preRitualGhazi_next,,,,
Topic_1624_0302_GhaziPostRitual,@1624_0302_unravelingthemystery_Topic_postRitualGhazi_prompt,@1624_0302_unravelingthemystery_Topic_postRitualGhazi_next,16_Topic_RitualComplete,,,
Topic_1624_0303_GhaziPostRitual2,@1624_0303_accursedalchemy_Topic_Ghazi_prompt,@1624_0303_accursedalchemy_Topic_Ghazi_next,,16_Topic_RitualComplete,,
Topic_1624_0401_GhaziTalkTo,@1624_0401_thedemonscauldron_Topic_Ghazi_prompt,@1624_0401_thedemonscauldron_Topic_Ghazi_next,,,,
Topic_1625_0701_ImhotepTalkTo,@1625_0701_challengingpharaoh_TalkTo_Imhotep_prompt,@1625_0701_challengingpharaoh_TalkTo_Imhotep_next,,,,
Topic_1625_0801_ImhotepTalkTo,@1624_0801_agodawakens_TalkTo_Imhotep_prompt,@1624_0801_agodawakens_TalkTo_Imhotep_next,,,,
Topic_1625_0801_GhaziTalkTo,@1624_0801_agodawakens_TalkTo_Ghazi_prompt,@1624_0801_agodawakens_TalkTo_Ghazi_next,,,,
Topic_1624_0901_ImhotepTalkTo,@1624_0901_secretindesert_TalkTo_Imhotep_prompt,@1624_0901_secretindesert_TalkTo_Imhotep_next,,,,
Topic_1624_0902_EvandrusTalkTo,@1625_0902_queenrevealed_TalkTo_Evandrus_prompt,@1625_0902_queenrevealed_TalkTo_Evandrus_next,,,,
Topic_1625_Coro_GhaziTalkTo,@1625_0903_thecoronation_TalkTo_Cleo_prompt,@1625_0903_thecoronation_TalkTo_Cleo_next,,,,
Topic_1624_Coro_ImhotepTalkTo,@1625_0903_thecoronation_TalkTo_Imhotep2_prompt,@1625_0903_thecoronation_TalkTo_Imhotep2,,,,
