ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
0401_Watcher_Death,@0401_Watcher_Death_Prompt,@0401_Watcher_Death_Response,,,,
0401_Watcher_Corruption,@0401_Watcher_Corruption_Prompt,@0401_Watcher_Corruption_Response,,,,
0402_Magistrate_Everfall,@0402_Magistrate_Everfall_Prompt,@0402_Magistrate_Everfall_Response,,,,
0402_Magistrate_FactionsReady,@0402_Magistrate_FactionsReady_Prompt,@0402_Magistrate_Factions_Response,S_factionchoiceready,S_factiontalkedto,,
0422_Innkeep_WhereNow,@0422_Innkeep_WhereNow_Prompt,@0422_Innkeep_WhereNow_Response,,,,
0422_Innkeep_WhyHouse,@0422_Innkeep_WhyHouse_Prompt,@0422_Innkeep_WhyHouse_Response,,,,
Survivalist0403_01,@Survivalist0403_01_Prompt,@Survivalist0403_01_Response,,,,
0402_Marauder_talk,@0402_Marauder_talk_Prompt,@0402_Marauder_talk_Response,S_introtomarauders,S_introtoallfactions_accepted,,
0402_Syndicate_talk,@0402_Syndicate_talk_Prompt,@0402_Syndicate_talk_Response,S_introtosyndicate,S_introtoallfactions_accepted,,
0402_Covenant_talk,@0402_Covenant_talk_Prompt,@0402_Covenant_talk_Response,S_introtocovenant,S_introtoallfactions_accepted,,
0402_Marauder_dye_talk,@0402_Marauder_dye_talk_Prompt,@0402_Marauder_dye_talk_Response,,S_marauderquest1,,
0402_Syndicate_dye_talk,@0402_Syndicate_dye_talk_Prompt,@0402_Syndicate_dye_talk_Response,,S_syndicatequest1,,
0402_Covenant_dye_talk,@0402_Covenant_dye_talk_Prompt,@0402_Covenant_dye_talk_Response,,S_covenantquest1,,
0404_Constable_EncroachingCorruption,@0404_Constable_EncroachingCorruption_prompt,@0404_Constable_EncroachingCorruption,S_encroachingconstable,,,
