ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
1427_0104_TalkTo_CultMother,@1427_0104_TalkTo_CultMother_Prompt,@1427_0104_TalkTo_CultMother_Response,,,,
1427_0101_TalkTo_Cultist01,@1427_0101_TalkTo_Cultist01_Prompt,@1427_0101_TalkTo_Cultist01_Response,,,,
1427_0101_TalkTo_Cultist02,@1427_0101_TalkTo_Cultist02_Prompt,@1427_0101_TalkTo_Cultist02_Response,,,,
1427_0101_TalkTo_Cultist03,@1427_0101_TalkTo_Cultist03_Prompt,@1427_0101_TalkTo_Cultist03_Response,,,,
1427_0101_TalkTo_CultOfficer,@1427_0101_TalkTo_CultOfficer_Prompt,@1427_0101_TalkTo_CultOfficer_Response,,,,
1427_0102_TalkTo_CultOfficer_Pilgrimmage,@1427_0102_TalkTo_CultOfficer_Pilgrimmage_Prompt,@1427_0102_TalkTo_CultOfficer_Pilgrimmage_Response,,,,
1427_0109_TalkTo_CultOfficer_Gold,@1427_0109_TalkTo_CultOfficer_Gold_Prompt,@1427_0109_TalkTo_CultOfficer_Gold_Response,,,,
1427_0102_TalkTo_Oath,@1427_0102_TalkTo_Oath_Prompt,@1427_0102_TalkTo_Oath_Response,,,,
1427_0102_TalkTo_Daughter_Umbrage,@1427_0102_TalkTo_Daughter_Umbrage_Prompt,@1427_0102_TalkTo_Daughter_Umbrage_Response,,,,
1430_CultLeader_HighSage,@1430_CultLeader_HighSage_Prompt,@1430_CultLeader_HighSage_Response,,,,
1430_CultLeader_AboutCult,@1430_CultLeader_AboutCult_Prompt,@1430_CultLeader_AboutCult_Response,,,,
1430_CultLeader_AboutMask,@1430_CultLeader_AboutMask_Prompt,@1430_CultLeader_AboutMask_Response,,,,
1434_0104_TalkTo_Dryad,@1434_0104_TalkTo_Dryad_Prompt,@1434_0104_TalkTo_Dryad_Response,,,,
1424_Fisher_ExplainHotspots,@0223_Fisher_ExplainHotspots_Prompt,@0223_Fisher_ExplainHotspots_Response,,,,
14_Antara_T1,@14_Antara_T1_Prompt,@14_Antara_T1_Response,,,,
14_Antara_T2,@14_Antara_T2_Prompt,@14_Antara_T2_Response,,,,
14_Milosh_T1,@14_Milosh_T1_Prompt,@14_Milosh_T1_Response,,,,
14_Andeolus_T1,@14_Andeolus_T1_Prompt,@14_Andeolus_T1_Response,,,,
14_Joan_T1,@14_Joan_T1_Prompt,@14_Joan_T1_Response,,,,
14_Tello_T1,@14_Tello_T1_Prompt,@14_Tello_T1_Response,,,,
14_Babak_T1,@14_Babak_T1_Prompt,@14_Babak_T1_Response,,,,
14_Zhao_T1,@14_Zhao_T1_Prompt,@14_Zhao_T1_Response,,,,
14_Yadira_T1,@14_Yadira_T1_Prompt,@14_Yadira_T1_Response,,,,
14_Zorzi_T1,@14_Zorzi_T1_Prompt,@14_Zorzi_T1_Response,,,,
14_Faramarz_T1,@14_Faramarz_T1_Prompt,@14_Faramarz_T1_Response,,,,
14_Yazdan_T1,@14_Yazdan_T1_Prompt,@14_Yazdan_T1_Response,,,,
14_Eva_T1,@14_Eva_T1_Prompt,@14_Eva_T1_Response,,,,
14_Gwen_T1,@14_Gwen_T1_Prompt,@14_Gwen_T1_Response,,,,
14_Roger_T1,@14_Roger_T1_Prompt,@14_Roger_T1_Response,,,,
14_Walter_T1,@14_Walter_T1_Prompt,@14_Walter_T1_Response,,,,
14_Wolcott_T1,@14_Wolcott_T1_Prompt,@14_Wolcott_T1_Response,,,,
