ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
06_FrancisTurner_Lost,@06_FrancisTurner_Lost_prompt,@06_FrancisTurner_Lost_response,,,,
06_SaatvikAgrawal_Windmills,@06_SaatvikAgrawal_Windmills_prompt,@06_SaatvikAgrawal_Windmills_response,,,,
06_LijsbetDeVries_Trapped,@06A_MSQ_06_FarmerLijsbet_Bark_prompt,@06A_MSQ_06_FarmerLijsbet_Bark,,,,
06_MichaelLewis_Trapped,@06A_MSQ_06_FarmerMichael_Bark_prompt,@06A_MSQ_06_FarmerMichael_Bark,,,,
06_NessaHarrower_Trapped,@06A_MSQ_06_DruidNessa_Bark_prompt,@06A_MSQ_06_DruidNessa_Bark,,,,
06_NessaHarrower_Druids,@06A_MSQ_06_RescueFarmers_Nessa_talkto_prompt,@06A_MSQ_06_RescueFarmers_Nessa_talkto,,,,
06_MichaelLewis_Farm,@06_MichaelLewis_Farm_prompt,@06_MichaelLewis_Farm_response,,,,
06_LijsbetDeVries_Farm,@06_LijsbetDeVries_Farm_prompt,@06_LijsbetDeVries_Farm_response,,,,
06_LeovixSilva_Fallen,@06_LeovixSilva_Fallen_prompt,@06_LeovixSilva_Fallen_response,,,,
06_GideonStormsbane_Rescue,@06_GideonStormsbane_Rescue_prompt,@06_GideonStormsbane_Rescue_response,,,,
06_FrancisTurner_Tribute,@06_FrancisTurner_Tribute_prompt,@06_FrancisTurner_Tribute_response,,,,
06_MarcelDupont_Tribute,@06_MarcelDupont_Tribute_prompt,@06_MarcelDupont_Tribute_response,,,,
06_GraceOMalley_Pirates,@06_GraceOMalley_Pirates_prompt,@06_GraceOMalley_Pirates_response,,,,
06_NessaHarrower_Success,@06A_MSQ_13_ReturnMiradorJewel_Nessa_prompt,@06A_MSQ_13_ReturnMiradorJewel_Nessaresponse,,,,
06_NessaHarrower_OtherJewel,@06A_MSQ_14_SolveMapPuzzle_proposal_next_prompt,@06A_MSQ_14_SolveMapPuzzle_proposal_next,,,,
06_GraceOMalley_ToTown,@06A_MSQ_14_SolveMapPuzzle_proposal_next2_prompt,@06A_MSQ_14_SolveMapPuzzle_proposal_next2,,,,
06_GraceOMalley_Revolution,@06_GraceOMalley_Revolution_prompt,@06_GraceOMalley_Revolution_response,,,,
06_SaatvikAgrawal_Pirates,@06_SaatvikAgrawal_Pirates_prompt,@06_SaatvikAgrawal_Pirates_response,,,,
06_NessaHarrower_Jewel,@06_NessaHarrower_Jewel_prompt,@06_NessaHarrower_Jewel_response,,,,
06_LeovixSilva_Betrayal,@06_LeovixSilva_Betrayal_prompt,@06_LeovixSilva_Betrayal_response,,,,
06_FrancisTurner_Jewel,@06_FrancisTurner_Jewel_prompt,@06_FrancisTurner_Jewel_response,,,,
06_MarcelDupont_Jewel,@06_MarcelDupont_Jewel_prompt,@06_MarcelDupont_Jewel_response,,,,
06_SaatvikAgrawal_NewSpeaker,@06_SaatvikAgrawal_NewSpeaker_prompt,@06_SaatvikAgrawal_NewSpeaker_response,,,,
06_Medea_Eldergate,@06_Medea_Eldergate_prompt,@06_Medea_Eldergate_response,,,,
06_NessaHarrower_Korrapati,@06_NessaHarrower_Korrapati_prompt,@06_NessaHarrower_Korrapati_response,,,,
06_LeovixSilva_Caravan,@06_LeovixSilva_Caravan_prompt,@06_LeovixSilva_Caravan_response,,,,
06_Medea_Tribute,@06_Medea_Tribute_prompt,@06_Medea_Tribute_response,,,,
06_NessaHarrower_Medea,@06_NessaHarrower_Medea_prompt,@06_NessaHarrower_Medea_response,,,,
06_AhuraFarid_SpreadJoy,@06_AhuraFarid_SpreadJoy_prompt,@06_AhuraFarid_SpreadJoy_response,,,,
06_PriyaThakur_SpreadJoy,@06_PriyaThakur_SpreadJoy_prompt,@06_PriyaThakur_SpreadJoy_response,,,,
06_UtkarshSingh_SpreadJoy,@06_UtkarshSingh_SpreadJoy_prompt,@06_UtkarshSingh_SpreadJoy_response,,,,
0623_Fisher_ExplainHotspots,@0223_Fisher_ExplainHotspots_Prompt,@0223_Fisher_ExplainHotspots_Response,,,,
0923_Fisher_ExplainHotspots,@0223_Fisher_ExplainHotspots_Prompt,@0223_Fisher_ExplainHotspots_Response,,,,
06_Gunter_FirstLight,@06_Gunter_FirstLight_Prompt,@06_Gunter_FirstLight_Response,,,,
02_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@02_00_Outfitter_Transmog_Response,,,,
04_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@04_00_Outfitter_Transmog_Response,,,,
