ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
0901_Watcher_Topic_01,@0901_Watcher_Death_Prompt,@0901_Watcher_Death_Response,,,,
0901_Watcher_Topic_02,@0901_Watcher_Corruption_Prompt,@0901_Watcher_Corruption_Response,,,,
0902_Magistrate_FirstLight,@0902_Magistrate_FirstLight_Prompt,@0902_Magistrate_FirstLight_Response,,,,
0902_Magistrate_FactionsReady,@0902_Magistrate_FactionsReady_Prompt,@0902_Magistrate_FactionsReady_Response,S_factionchoiceready,S_factiontalkedto,,
0922_Innkeep_WhereNow,@0922_Innkeep_WhereNow_Prompt,@0922_Innkeep_WhereNow_Response,,,,
0922_Innkeep_WhyHouse,@0922_Innkeep_WhyHouse_Prompt,@0922_Innkeep_WhyHouse_Response,,,,
0903_Survivalist_01,@0903_Survivalist_01_Prompt,@0903_Survivalist_01_Response,,,,
0902_Marauder_talk,@0902_Marauder_talk_Prompt,@0902_Marauder_talk_Response,S_introtomarauders,S_introtoallfactions_accepted,,
0902_Syndicate_talk,@0902_Syndicate_talk_Prompt,@0902_Syndicate_talk_Response,S_introtosyndicate,S_introtoallfactions_accepted,,
0902_Covenant_talk,@0902_Covenant_talk_Prompt,@0902_Covenant_talk_Response,S_introtocovenant,S_introtoallfactions_accepted,,
0902_Marauder_dye_talk,@0902_Marauder_dye_talk_Prompt,@0902_Marauder_dye_talk_Response,S_hadthedyetalk,S_marauderquest1,,
0902_Syndicate_dye_talk,@0902_Syndicate_dye_talk_Prompt,@0902_Syndicate_dye_talk_Response,S_hadthedyetalk,S_syndicatequest1,,
0902_Covenant_dye_talk,@0902_Covenant_dye_talk_Prompt,@0902_Covenant_dye_talk_Response,S_hadthedyetalk,S_covenantquest1,,
0904_Constable_EncroachingCorruption,@0904_Constable_EncroachingCorruption_prompt,@0904_Constable_EncroachingCorruption,S_encroachingconstable,,,
0923_Fisher_ExplainHotspots,@0223_Fisher_ExplainHotspots_Prompt,@0223_Fisher_ExplainHotspots_Response,,,,
