ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
0326_Prospector_talk,@0326_Prospector_talk_Prompt,@0326_Prospector_talk_Response,,,,
0335_BecomingTheBeast,@0335_BecomingTheBeast_Prompt,@0335_BecomingTheBeast_Response_a,,,,
0335_Attacked,@0335_Attacked_Prompt,@0335_Attacked_Response,,,,
0336_RangerTenevan_Found,@0336_RangerTenevan_Found_Prompt,@0336_RangerTenevan_Found_Response,,,,
0337_RangerRizal_Found,@0337_RangerRizal_Found_Prompt,@0337_RangerRizal_Found_Response,,,,
03_Kazu_T1,@03_Kazu_T1_Prompt,@03_Kazu_T1_Response_a,,,,
03_Kazu_T2,@03_Kazu_T2_Prompt,@03_Kazu_T2_Response_a,,,,
03_Shang_T1,@03_Shang_T1_Prompt,@03_Shang_T1_Response,,,,
03_Amis_T1,@03_Amis_T1_Prompt,@03_Amis_T1_Response,,,,
03_Chioma_T1,@03_Chioma_T1_Prompt,@03_Chioma_T1_Response,,,,
03_Cosmo_T1,@03_Cosmo_T1_Prompt,@03_Cosmo_T1_Response_a,,,,
03_Vinkle_T1,@03_Vinkle_T1_Prompt,@03_Vinkle_T1_Response,,,,
03_Heyl_T1,@03_Heyl_T1_Prompt,@03_Heyl_T1_Response,,,,
03_Tapas_T1,@03_Tapas_T1_Prompt,@03_Tapas_T1_Response,,,,
03_Mabel_T1,@03_Mabel_T1_Prompt,@03_Mabel_T1_Response,,,,
03_Kojo_T1,@03_Kojo_T1_Prompt,@03_Kojo_T1_Response,,,,
03_Wang_T1,@03_Wang_T1_Prompt,@03_Wang_T1_Response,,,,
03_Taehwa_T1,@03_Taehwa_T1_Prompt,@03_Taehwa_T1_Response,,,,
03_Giri_T1,@03_Giri_T1_Prompt,@03_Giri_T1_Response,,,,
03_Wolf_T1,@03_Wolf_T1_Prompt,@03_Wolf_T1_Response_a,,,,
