ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
9901_Yonas_Age,@9901_MSQ_Yonas_Prompt_Age,@9901_MSQ_Yonas_Response_Age,,,,
9901_Yonas_Books,@9901_MSQ_Yonas_Prompt_Books,@9901_MSQ_Yonas_Response_Books,,,,
9901_Yonas_BecomingSoulwarden,@9901_MSQ_Yonas_Prompt_BecomingSoulwarden,@9901_MSQ_Yonas_Response_BecomingSoulwarden,,,,
9901_Yonas_SoulwardenFate,@9901_MSQ_Yonas_Prompt_SoulwardenFate,@9901_MSQ_Yonas_Response_SoulwardenFate,,,,
9901_Yonas_Fort,@9901_MSQ_Yonas_Prompt_Fort,@9901_MSQ_Yonas_Response_Fort,,,,
9901_Yonas_Friends,@9901_MSQ_Yonas_Prompt_Friends,@9901_MSQ_Yonas_Response_Friends,,,,
9914_Hunter_Repellent,@9914_MSQ_Hunter_Prompt_Repellent,@9914_MSQ_Hunter_Response_Repellent,,,,
9915_Researcher1_Repellent,@9915_MSQ_Researcher1_Prompt_Repellent,@9915_MSQ_Researcher1_Response_Repellent,,,,
9916_Researcher2_Repellent,@9916_MSQ_Researcher2_Prompt_Repellent,@9916_MSQ_Researcher2_Response_Repellent,,,,
9917_Researcher3_Repellent,@9917_MSQ_Researcher3_Prompt_Repellent,@9917_MSQ_Researcher3_Response_Repellent,,,,
9918_Researcher4_Repellent,@9918_MSQ_Researcher4_Prompt_Repellent,@9918_MSQ_Researcher4_Response_Repellent,,,,
9907_AEVillager1_Offering,@9907_MSQ_AEVillager1_Prompt_Offering,@9907_MSQ_AEVillager1_Response_Offering,,,,
9908_AEVillager2_Offering,@9908_MSQ_AEVillager2_Prompt_Offering,@9908_MSQ_AEVillager2_Response_Offering,,,,
9906_Shamaness_Offering,@9906_MSQ_Shamaness_Prompt_Offering,@9906_MSQ_Shamaness_Response_Offering,,,,
9903_Emile_FactionSame,@9903_MSQ_Emile_Prompt_FactionSame,@9903_MSQ_Emile_Response_FactionSame,,,Covenant,
9903_Emile_FactionRival,@9903_MSQ_Emile_Prompt_FactionRival,@9903_MSQ_Emile_Response_FactionRival,,,Syndicate,
9903_Emile_Epilogue,@9903_MSQ_Emile_Prompt_Epilogue,@9903_MSQ_Emile_Response_Epilogue,,,,
9903_Emile_Origins1,@9903_MSQ_Emile_Prompt_Origins1,@9903_MSQ_Emile_Response_Origins1,,,,
9903_Emile_Origins2,@9903_MSQ_Emile_Prompt_Origins2,@9903_MSQ_Emile_Response_Origins2,,,,
9903_Emile_Origins3,@9903_MSQ_Emile_Prompt_Origins3,@9903_MSQ_Emile_Response_Origins3,,,,
9905_Rima_FactionSame,@9905_MSQ_Rima_Prompt_FactionSame,@9905_MSQ_Rima_Response_FactionSame,,,Marauder,
9905_Rima_FactionRival,@9905_MSQ_Rima_Prompt_FactionRival,@9905_MSQ_Rima_Response_FactionRival,,,Covenant,
9905_Rima_Epilogue,@9905_MSQ_Rima_Prompt_Epilogue,@9905_MSQ_Rima_Response_Epilogue,,,,
9905_Rima_Origins1,@9905_MSQ_Rima_Prompt_Origins1,@9905_MSQ_Rima_Response_Origins1,,,,
9905_Rima_Origins2,@9905_MSQ_Rima_Prompt_Origins2,@9905_MSQ_Rima_Response_Origins2,,,,
9905_Rima_Origins3,@9905_MSQ_Rima_Prompt_Origins3,@9905_MSQ_Rima_Response_Origins3,,,,
9905_Rima_Origins4,@9905_MSQ_Rima_Prompt_Origins4,@9905_MSQ_Rima_Response_Origins4,,,,
9904_Theo_FactionSame,@9904_MSQ_Theo_Prompt_FactionSame,@9904_MSQ_Theo_Response_FactionSame,,,Syndicate,
9904_Theo_FactionRival,@9904_MSQ_Theo_Prompt_FactionRival,@9904_MSQ_Theo_Response_FactionRival,,,Marauder,
9904_Theo_Epilogue,@9904_MSQ_Theo_Prompt_Epilogue,@9904_MSQ_Theo_Response_Epilogue,,,,
9904_Theo_Origins1,@9904_MSQ_Theo_Prompt_Origins1,@9904_MSQ_Theo_Response_Origins1,,,,
9904_Theo_Origins2,@9904_MSQ_Theo_Prompt_Origins2,@9904_MSQ_Theo_Response_Origins2,,,,
9904_Theo_Origins3,@9904_MSQ_Theo_Prompt_Origins3,@9904_MSQ_Theo_Response_Origins3,,,,
9904_Theo_Origins4,@9904_MSQ_Theo_Prompt_Origins4,@9904_MSQ_Theo_Response_Origins4,,,,
9914_MSQ_Hunter_Repellent,@9914_MSQ_Hunter_Prompt_Repellent,@9914_MSQ_Hunter_Response_Repellent,99_MSQ_28_TopicA,99_MSQ_28_TopicUnlock,,
9915_MSQ_Researcher1_Repellent,@9915_MSQ_Researcher1_Prompt_Repellent,@9915_MSQ_Researcher1_Response_Repellent,99_MSQ_28_TopicB,99_MSQ_28_TopicA,,
9916_MSQ_Researcher2_Repellent,@9916_MSQ_Researcher2_Prompt_Repellent,@9916_MSQ_Researcher2_Response_Repellent,99_MSQ_28_TopicC,99_MSQ_28_TopicA,,
9917_MSQ_Researcher3_Repellent,@9917_MSQ_Researcher3_Prompt_Repellent,@9917_MSQ_Researcher3_Response_Repellent,99_MSQ_28_TopicD,99_MSQ_28_TopicA,,
9918_MSQ_Researcher4_Repellent,@9918_MSQ_Researcher4_Prompt_Repellent,@9918_MSQ_Researcher4_Response_Repellent,99_MSQ_28_TopicE,99_MSQ_28_TopicA,,
9921_Walker_Origins1,@9921_MSQ_Walker_Prompt_Origins1,@9921_MSQ_Walker_Response_Origins1,,,,
9922_Wayne_Origins1,@9922_MSQ_Wayne_Prompt_Origins1,@9922_MSQ_Wayne_Response_Origins1,,,,
9923_Constance_Origins1,@9923_MSQ_Constance_Prompt_Origins1,@9923_MSQ_Constance_Response_Origins1,,,,
9924_Eliza_Origins1,@9924_MSQ_Eliza_Prompt_Origins1,@9924_MSQ_Eliza_Response_Origins1,,,,
9925_Samir_Origins1,@9925_MSQ_Samir_Prompt_Origins1,@9925_MSQ_Samir_Response_Origins1,,,,
