ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
0402a_Magistrate_TaskTopic_ChooseInstrument,@0402a_Magistrate_TaskTopic_ChooseInstrument_Prompt,@0402a_Magistrate_TaskTopic_ChooseInstrument_Response_a,,,,
0402a_Magistrate_TaskTopic_PlayForTown,@0402a_Magistrate_TaskTopic_PlayForTown_Prompt,@0402a_Magistrate_TaskTopic_PlayForTown_Response_a,,,,
0403a_Huntsman_TaskTopic_DeliverPotions,@04A_Side08_03_DeliverPotions_TalkTo_Odnell_prompt,@04A_Side08_03_DeliverPotions_TalkTo_Odnell_next_a,,,,
0404a_Constable_TaskTopic_ChooseInstrument,@0404a_Constable_TaskTopic_ChooseInstrument_Prompt,@0404a_Constable_TaskTopic_ChooseInstrument_Response_a,,,,
0404a_Constable_TaskTopic_PlayForTown,@0404a_Constable_TaskTopic_PlayForTown_Prompt,@0404a_Constable_TaskTopic_PlayForTown_Response_a,,,,
0440a_00_AtticusDelphi_TaskTopic_DeliverPotions,@04A_Side08_03_DeliverPotions_TalkTo_Atticus_prompt,@04A_Side08_03_DeliverPotions_TalkTo_Atticus_next_a,,,,
0410_Barkeep_TaskTopic_PlayForTown,@0410_Barkeep_TaskTopic_PlayForTown_Prompt,@0410_Barkeep_TaskTopic_PlayForTown_Response_a,,,,
0410a_Barkeep_TaskTopic_SaveBar,@0410a_Barkeep_TaskTopic_SaveBar_prompt,@0410a_Barkeep_TaskTopic_SaveBar_response_a,,,,
0441a_SairaYangandul_TaskTopic_EarnAudience,@0441a_SairaYangandul_TaskTopic_EarnAudience_Prompt,@0441a_SairaYangandul_TaskTopic_EarnAudience_Response_a,,,,
0441a_SairaYangandul_TaskTopic_EarnAudience_02,@0441a_SairaYangandul_TaskTopic_EarnAudience_02_Prompt,@0441a_SairaYangandul_TaskTopic_EarnAudience_02_Response_a,,,,
0442a_ConcettaSacco_TaskTopic_EarnPatron,@0442a_ConcettaSacco_TaskTopic_EarnPatron_Prompt,@0442a_ConcettaSacco_TaskTopic_EarnPatron_Response_a,,,,
0442a_ConcettaSacco_TaskTopic_EarnPatron_02,@0442a_ConcettaSacco_TaskTopic_EarnPatron_02_Prompt,@0442a_ConcettaSacco_TaskTopic_EarnPatron_02_Response_a,,,,
0432a_OuShen_TaskTopic_EarnPatron,@0443a_OuShen_TaskTopic_EarnPatron_Prompt,@0443a_OuShen_TaskTopic_EarnPatron_Response_a,,,,
0432a_OuShen_TaskTopic_EarnPatron_02,@0443a_OuShen_TaskTopic_EarnPatron_02_Prompt,@0443a_OuShen_TaskTopic_EarnPatron_02_Response_a,,,,
0450a_TownGuard_TaskTopic_RumorsMSQ,@99A_MSQ_02_02a_TownGuard_Prompt_new,@99A_MSQ_02_02a_TownGuard_Response_a_new,,,,
0404a_Constable_TaskTopic_RumorsMSQ,@0404a_Constable_Comment_Rumors_c_prompt_new,@0404a_Constable_Comment_Rumors_c_new,,,,
0440a_Atticus_TaskTopic_RumorsMSQ,@99A_MSQ_02_02c_Atticus_Prompt_new,@99A_MSQ_02_02c_Atticus_Response_a_new,,,,
0403a_Huntsman_TaskTopic_AskAboutAdiana,@99A_MSQ_04_2a_Huntsman_Prompt,@99A_MSQ_04_2a_Huntsman_Response_a,,,,
0405a_Artificer_TaskTopic_AskAboutAdiana,@99A_MSQ_04_2b_Artificer_Prompt,@99A_MSQ_04_2b_Artificer_Response_a,,,,
0402a_Magistrate_TaskTopic_ReturnStaff,@99A_MSQ_12_02a_Magistrate_ReturnStaff_Prompt,@99A_MSQ_12_02a_Magistrate_ReturnStaff_Response_a,,,,
0404a_Constable_TaskTopic_ReturnStaff,@99A_MSQ_12_02c_Constable_ReturnStaff_Prompt,@99A_MSQ_12_02c_Constable_ReturnStaff_Response_new,,,,
0404a_Constable_Comment_UseStaff,@0404a_Constable_Comment_UseStaff_prompt,@0404a_Constable_Comment_UseStaff_b,,,,
99A_MSQ_07_TalkToAnthuras,@Anthurus_01_Comment_Rescue_next_prompt,@Anthurus_01_Comment_Rescue_next,,,,
0441a_Saira_TaskTopic_RumorsMSQ,@99A_MSQ_02_02b_Saira_Prompt,@99A_MSQ_02_02b_Saira_Response_a,,,,
