ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
09A_M1_Topic_Morgaine,@09A_M1_Topic_Morgaine_prompt,@09A_M1_Topic_Morgaine_response_a,,,,
09A_M1_Topic_Morgaine2,@09A_M1_Topic_Morgaine2_prompt,@09A_M1_Topic_Morgaine2_response_a,,,,
09a_M1_Topic_Trahern,@09a_M1_Topic_Trahern_prompt,@09a_M1_Topic_Trahern_response_a,,,,
09a_M1_Topic_Hargest,@09a_M1_Topic_Hargest_prompt,@09a_M1_Topic_Hargest_response_a,,,,
09a_M1_Topic_Eldred,@09A_M1_Topic_Eldred_TalkTo_next_prompt,@09A_M1_Topic_Eldred_TalkTo_next_response_a,,,,
09a_M2_Topic_Hargest,@09a_M2_Topic_Hargest_prompt,@09a_M2_Topic_Hargest_response_a,,,,
09a_M2_Topic_Oakes,@09a_M2_Topic_Oakes_prompt,@09a_M2_Topic_Oakes_response_a,,,,
09a_M2_Topic_Oakes2,@09a_M2_Topic_Oakes2_prompt,@09a_M2_Topic_Oakes2_response_a,,,,
09a_M2_Topic_Yoon_A,@09A_M2_Topic_Yoon_A_prompt,@09A_M2_Topic_Yoon_A_response,,,,
09a_M2_Topic_Yoon_B,@09A_M2_Topic_Yoon_B_prompt,@09A_M2_Topic_Yoon_B_response_a,,,,
09A_M2_Topic_Morgaine,@09A_M2_Morgaine_Talkto_topic_prompt,@09A_M2_Morgaine_Talkto_topic_a,,,,
09a_M3_Topic_Trahern,@09a_M3_Topic_Trahern_prompt,@09a_M3_Topic_Trahern_response_a,,,,
09a_M3_Topic_Hargest,@09a_M3_Topic_Hargest_prompt,@09a_M3_Topic_Hargest_response_a,,,,
09a_M3_Topic_Hargest2,@09a_M3_Topic_Hargest2_prompt,@09a_M3_Topic_Hargest2_response_a,,,,
09a_M4_Topic_Riches,@09A_M4_Riches_Topic_prompt,@09A_M4_Riches_Topic_a,,,,
09a_M5_Topic_Trahern,@09A_M5_Trahern_FL_Topic_prompt,@09A_M5_Trahern_FL_Topic_a,,,,
09a_M5_Topic_Riches,@09A_M5_Riches_TalkTo_Topic_prompt,@09A_M5_Riches_TalkTo_Topic_a,,,,
09a_M6_Topic_Fionn,@09A_M6_Fionn_TalkTo_next_prompt,@09A_M6_Fionn_TalkTo_next_a,,,,
09a_M6_Topic_Ramla,@09A_M6_Ramla_TalkTo_topic_prompt,@09A_M6_Ramla_TalkTo_topic0_a,,,,
09a_M6_Josephine_Rescue,@09a_M6_Josephine_Rescue_prompt,@09a_M6_Josephine_Rescue_response,,,,
09a_M6_Vachon_Rescue,@09a_M6_Vachon_Rescue_prompt,@09a_M6_Vachon_Rescue_response,,,,
09a_M6_Zayden_Rescue,@09a_M6_Zayden_Rescue_prompt,@09a_M6_Zayden_Rescue_response,,,,
09a_M7_Josephine_Wires,@09a_M7_Josephine_Wires_prompt,@09a_M7_Josephine_Wires_response,,,,
09a_M7_Josephine_Thanks,@09a_M7_Josephine_Thanks_prompt,@09a_M7_Josephine_Thanks_response,,,,
09a_M8_Topic_Taurus,@09a_M8_Taurus_TalkTo_next_prompt,@09a_M8_Taurus_TalkTo_next_a,,,,
09a_M9_Topic_Shirzad,@09A_Shirzad_TalkTo_next_prompt,@09A_Shirzad_TalkTo_next,,,,
09a_M10_Topic_Kurok,@09A_Kurok_TalkTo_next_prompt,@09A_Kurok_TalkTo_next_a,,,,
09a_M11_Topic_Taurus,@09A_M11_Taurus_TalkTo_topic_prompt,@09A_M11_Taurus_TalkTo_topic_a,,,,
09a_M11_Topic_Shirzad,@09A_M11_Shirzad_TalkTo_next_prompt,@09A_M11_Shirzad_TalkTo_next_a,,,,
09a_M12_Topic_Taurus,@09A_Taurus_HG_TalkTo_next_prompt,@09A_Taurus_HG_TalkTo_next_a,,,,
09a_M13_Topic_Morgaine,@09A_Morgaine_SE_TalkTo_topic_prompt,@09A_Morgaine_SE_TalkTo_topic_a,,,,
09a_M14_Topic_Trahern1,@09A_M14_Trahern_SE_TalkTo_next_prompt,@09A_M14_Trahern_SE_TalkTo_next_a,,,,
09a_M14_Topic_Trahern2,@09A_M14_Trahern_SE_TalkTo_2_topic_prompt,@09A_M14_Trahern_SE_TalkTo_2_prompt_a,,,,
09a_M14_Topic_Trahern3,@09A_M14_Trahern_LC_TalkTo_next_prompt,@09A_M14_Trahern_LC_TalkTo_next_a,,,,
09a_M14_Topic_Morgaine,@09A_M14_Morgaine_LC_TalkTo_next_prompt,@09A_M14_Morgaine_LC_TalkTo_next_a,,,,
09a_M15_Topic_Morgaine,@09A_M15_Morgaine_EP_TalkTo_topic_prompt,@09A_M15_Morgaine_EP_TalkTo_topic_a,,,,
09a_M15_Topic_Morgaine2,@09A_M15_Morgaine_EP_TalkTo_2_topic_prompt,@09A_M15_Morgaine_EP_TalkTo_2_topic_a,,,,
09a_M15_Topic_Artemis,@09A_M15_Artemis_EP_TalkTo_topic_prompt,@09A_M15_Artemis_EP_TalkTo_topic_a,,,,
09a_S0_Topic_Eldred,@09a_S0_Topic_Eldred_prompt,@09a_S0_Topic_Eldred_response_a,,,,
09a_S17_Topic_Treadwell,@09a_S17_Topic_Treadwell_prompt,@09a_S17_Topic_Treadwell_response,,,,
09a_S17_Topic_Treadwell2,@09a_S17_Topic_Treadwell2_prompt,@09a_S17_Topic_Treadwell2_response,,,,
09a_S17_Topic_Hargest,@09a_S17_Topic_Hargest_prompt,@09a_S17_Topic_Hargest_response,,,,
